cid,filename,width,height,xmin,ymin,xmax,ymax,num_tokens
185986608,500_F_185986608_AAzk1zo0iJeMtgLuu6fltefjQciozpkz.jpg,500,334,42,35,101,56,token_1
10986282,500_F_10986282_f3QXSDF8OeUlqpwvpIl2PgsEhSVMtcqP.jpg,334,500,28,29,93,55,token_1
83699088,500_F_83699088_uwmL0pOcitHASxDRAZmGvgKeE3dzfPIQ.jpg,500,334,14,294,152,319,token_3
224846414,500_F_224846414_dqguE35I0rMKbehkPS2MxeNdIO8tG48j.jpg,500,334,29,280,163,308,token_3
223423374,500_F_223423374_rZbUpPxMmfnxVmlyAIJrCMT07O1v9jeq.jpg,500,332,38,36,118,60,token_1
85374497,500_F_85374497_t4wI2q802eNs1bL46ItDE5ARDIeuozUX.jpg,500,334,42,33,167,55,token_3
137786224,500_F_137786224_Sl7utenQka9VOrnMqkf3grDHZwIeWUlo.jpg,400,500,257,37,356,62,token_2
204461850,500_F_204461850_CvvR7v9fpZ6Md2Lgiwf793uQq22lAPRD.jpg,334,500,120,9,322,68,token_36
184423597,500_F_184423597_ehxwANFVpJGZNB6uYIjDXVixrNgFE8Ni.jpg,500,334,302,38,454,89,token_10
186784547,500_F_186784547_WANYZGzdCiC391Gr3wPoW2gqkWAUGMpd.jpg,500,331,28,31,101,51,token_1
12004926,500_F_12004926_OgQd7rhc2px8ZmyUHTXktxzw8Je60teE.jpg,334,500,26,24,129,54,token_2
77331376,500_F_77331376_7WjY8iI7NPCsIeC2Vvf4Tn71tBdN1iey.jpg,331,500,35,28,110,56,token_1
127387843,500_F_127387843_V97hhapKOwhZBCTruCHNa0IJsLT4hop3.jpg,500,332,260,40,448,66,token_5
109084266,500_F_109084266_p9QYDskGoHLrk6gXm3P52guRSJtZn6bT.jpg,500,334,78,20,260,64,token_10
104367002,500_F_104367002_Z64ydHaFZ2lmqqHwBSmQwk9lYVDDeby4.jpg,500,334,57,44,121,64,token_1
24257710,500_F_24257710_q4vHkB5PD8N65qCe6J8eaKcKtEaRE6Ov.jpg,500,329,326,29,469,72,token_5
159174695,500_F_159174695_t4oYcqv1BFtxl09NjBxwqzVwaRqeNL97.jpg,500,334,33,242,214,302,token_10
117647406,500_F_117647406_AG3i39ouwNHMPdw24sNmD2xrJqUuGBFG.jpg,334,500,27,445,166,477,token_3
176326016,500_F_176326016_ObeafRGR0qCFCLN9JyXt8DD8RRisPPUd.jpg,378,500,17,21,165,54,token_5
104130243,500_F_104130243_ShIg9bVHWiemke4Kn4zdxHisNb6Trbt9.jpg,500,334,293,19,474,47,token_5
208019258,500_F_208019258_WJYEjKaKTkjmc00RNLTLrZQfN6oT4ZSQ.jpg,500,333,290,18,470,71,token_36
29725567,500_F_29725567_TWrP4wAqWG6HjwfrYvAgQ6JUw25iTpcm.jpg,500,334,15,18,160,59,token_10
80530471,500_F_80530471_PpOWULP1V0tlObJtVxMJdoggvzSNazPq.jpg,500,495,30,43,143,68,token_2
118082962,500_F_118082962_EwxHu6cA1ATCa1EBGFjDQg1u74nSymn2.jpg,500,500,360,27,472,53,token_2
117343717,500_F_117343717_KvFYEkyGjoDVcWYuQnyNjxu9XlqFZ36j.jpg,500,334,24,26,135,65,token_5
179149601,500_F_179149601_iPc5e7HJvk5P4jDH3lyzZa9bcVTF3OBb.jpg,500,309,334,257,471,282,token_3
190966564,500_F_190966564_re7GqTXX9HA4Twmzk6F4BoBXret4hGeP.jpg,500,334,21,19,165,44,token_3
138363237,500_F_138363237_sekTnN8dXvcxHXKpXGgwkgArmDkSyAJh.jpg,500,334,317,244,464,300,token_10
109012353,500_F_109012353_j1vr95FchyVQrZRCuKbGugoXg6rZbXlA.jpg,500,334,329,37,455,62,token_2
66166475,500_F_66166475_hH5DkHi6sTKVU78C4UFfl6ISxR2SQR2y.jpg,500,334,148,33,346,60,token_5
15333872,500_F_15333872_0grw8C7g2VoNb82Dot1wOzAHaSATjviZ.jpg,500,335,26,23,124,49,token_2
92800998,500_F_92800998_uwVmAZ0ZuBKo3qkOa9L0qqXGRusl6oXr.jpg,500,334,286,26,477,70,token_10
84612755,500_F_84612755_gayTP3I0t5oBGgQFzvP0xweYbfUelnvI.jpg,500,334,18,293,213,319,token_5
175465178,500_F_175465178_zYyG8c5A0p8i5v5oqW06PSQaHGcSRu8G.jpg,500,334,169,27,358,53,token_5
500_F_191787625_4hFEgNif9PwS96JnEOck9Qz87Ch7s3im,500_F_191787625_4hFEgNif9PwS96JnEOck9Qz87Ch7s3im.jpg,500,334,320,14,488,68,token_10
92822815,500_F_92822815_aUhHI0uvkZM4xUPBE4AlXu3g5Ce6v1EL.jpg,334,500,40,405,290,467,token_10
192364486,500_F_192364486_7KyExKz1C3w88b1qwSNWhJSwbWJd1THz.jpg,500,333,28,263,213,307,token_10
166150316,500_F_166150316_ikvE1UjIo2aL1jOLpplra8IEGcUEsgfR.jpg,332,500,31,104,291,170,token_36
69354643,500_F_69354643_RLk3P0HiPvzMYjZFrwEtO10x243j29SJ.jpg,500,334,333,19,478,50,token_5
127978277,500_F_127978277_LQwObLQLKwfPplQLVoFQPKBEb9PGZzxk.jpg,500,375,37,35,172,59,token_3
55425459,500_F_55425459_os8B9PxTH9rhF4TFbgfXhB4wm8gjdpBI.jpg,372,500,237,41,326,72,token_1
141011629,500_F_141011629_VGV3BM5fZ71vIzuSM8dgyKgode0DRocn.jpg,500,343,63,52,124,75,token_1
212141736,500_F_212141736_8U3cAkHaxUp5Um0P1dMmpWPW2OXfQudP.jpg,500,358,331,282,479,334,token_10
46376423,500_F_46376423_VjZCkVUQS9ftuk6SN4vjy9FhIN1PL3eg.jpg,500,324,26,21,263,62,token_10
131888179,500_F_131888179_SYl2rGwxUSqk6wh7TwBwDps7MlTUnxS6.jpg,500,334,32,26,134,51,token_2
151094490,500_F_151094490_ehbRzCs9VOrkYFXDMtjfiGRTHjEkIGlm.jpg,334,500,231,27,298,54,token_1
10281975,500_F_10281975_0hF2beyf0MYgQTcQt4FZ8vg4cddZIjn8.jpg,500,425,41,39,148,63,token_2
145858609,500_F_145858609_OUnvr69CZefdPbEWIsh2yLZkqFCQSBkg.jpg,388,500,259,25,355,51,token_2
114823582,500_F_114823582_WP25V35utKwEa7Ieh1ukKl926CV96aQT.jpg,334,500,20,456,143,482,token_2
32731969,500_F_32731969_KsDGb0uhP6n3MUX0egod6IJ2uzUFxAt8.jpg,333,500,21,20,167,65,token_5
106529116,500_F_106529116_ZetFlq2LnrTZy3xJZvkNVKXynyV441PU.jpg,500,334,21,275,480,316,token_36
96281789,500_F_96281789_Ivxzxn5u5aC0Uf9LccsEnINBhrY4KfpS.jpg,500,334,335,18,472,45,token_3
138752623,500_F_138752623_XXsGWKL2Ap2xqSLvjcxnEbZMxQWGN5Ql.jpg,500,306,42,27,115,54,token_1
179534964,500_F_179534964_XwIV3mLluIRJ46wN7C1U1KSAjt02nidB.jpg,500,334,34,32,141,58,token_2
79383198,500_F_79383198_T4gAYh5ag6iTzQzlFAUkJGIdUh9F5jfO.jpg,500,334,16,21,219,53,token_5
171166949,500_F_171166949_O8GVqtyYu1I8P3fgg4RiV8fX9we6IpFX.jpg,500,358,335,8,492,130,token_36
219443417,500_F_219443417_UpDPaLPPf03SAkfZGb5a57yCq5citHKD.jpg,500,334,330,28,470,57,token_3
113013492,500_F_113013492_mKLwBnvfvJYnfS3nbkVFxbuaRjof8kMk.jpg,500,334,21,288,145,312,token_2
76747862,500_F_76747862_EyCNaTFqn9VFbug0MTRlraIva8eLhx4l.jpg,500,334,24,18,165,42,token_5
202857754,500_F_202857754_PoOEwq2Kuk2fssM9tmwCoOjQybr2mdk2.jpg,334,500,235,18,310,45,token_1
103154240,500_F_103154240_JeBba3To3572Mugz8evRDiIPJHGbVtVe.jpg,500,334,13,274,386,321,token_36
26568099,500_F_26568099_1DuuCJibjyjNLNVwcGAmEUgD6vWIBAa3.jpg,500,334,13,12,127,43,token_3
127158185,500_F_127158185_Uc0roE3TeZTAp3l1jjhmUErocmj8DkeY.jpg,331,500,170,23,303,55,token_3
94878717,500_F_94878717_tVDcfg1tViNtwZpbmdKW5JGiEu7G3YPm.jpg,500,333,16,292,113,316,token_2
90188740,500_F_90188740_RglnTnQzUna5da1x04RW5CELGS9Ucl4t.jpg,500,331,243,24,477,50,token_5
4709516,500_F_4709516_cvRiAnCDhurpoU7dIW7gEIelgHaux5yP.jpg,500,334,18,18,125,66,token_5
117360467,500_F_117360467_Cr56xxSvE1QDZQEbveVci3Q8zORqmOGo.jpg,500,334,347,25,466,52,token_2
153159361,500_F_153159361_tThe6ezzlhhDXCKwuPf9KpLnhf4Mq7jZ.jpg,334,500,173,434,306,473,token_5
8592685,500_F_8592685_2IYq5MghfU9pyrkevsh1KpYh4iZQqMHi.jpg,500,335,188,22,306,48,token_3
56886063,500_F_56886063_WPouT7ZwRT8PjKhovjS9ZwRKPPfdQoYm.jpg,500,329,21,257,338,304,token_36
224255572,500_F_224255572_sgDqk3bVjtFfnXOZkm4wHh09iSIvmC3V.jpg,500,334,13,15,220,58,token_10
218783132,500_F_218783132_7ij6hidGD4YqSenUmIGqAYy4CXj11sJz.jpg,500,334,27,287,135,308,token_2
169522992,500_F_169522992_C4qkcocGh47o5gyAHXffFjSEFwTfpuls.jpg,500,334,355,14,476,56,token_5
131875913,500_F_131875913_Nir5x6PuSlVFIMPJRJHWCUFEIKtdKTmX.jpg,500,333,299,24,476,81,token_10
67110196,500_F_67110196_muouMhKQ6ibxBgmWomdA6Uv6rS8jF1ur.jpg,500,334,293,29,465,59,token_5
85929457,500_F_85929457_RRiPhfmb2E86rbic2F8a90buErgR4AZL.jpg,500,331,15,238,263,318,token_36
59168741,500_F_59168741_dlEYZqFsTCe674D1QOXmSucsBNhWupSN.jpg,500,334,27,28,122,53,token_2
63826746,500_F_63826746_1mYsadPSr93bIHCkh2n5IDrIMhNgUcbL.jpg,334,500,18,17,209,44,token_5
165123940,500_F_165123940_8lJGbtNjnr3exBlb92Rt3rSQhlCIFbID.jpg,500,334,18,18,151,45,token_3
140203624,500_F_140203624_uqo5bF6N5EdsPKDMhvH3T6UzPwo5JXm4.jpg,500,475,29,27,232,72,token_10
12177562,500_F_12177562_kR1QNAYMqfMU9eGKSQOFn9TNGt307jih.jpg,336,500,9,16,197,49,token_5
126565036,500_F_126565036_zeyYI4mDoTBqpGgK0bKQhY3OMloWTp3I.jpg,333,500,144,451,307,477,token_3
44543526,500_F_44543526_DIQDULtrEOXX8QcRbmjqmZ0HVPmA1Vk5.jpg,500,334,370,14,483,58,token_5
99289435,500_F_99289435_I1U1maEsi6eeGnERTtG8HobNybURwiC4.jpg,500,319,327,39,454,63,token_2
83699088,500_F_83699088_uwmL0pOcitHASxDRAZmGvgKeE3dzfPIQ.jpg,500,334,16,296,88,319,token_1
189794941,500_F_189794941_wMCFxco5IZVeoAwPaMop1UdPvacgMnD8.jpg,500,334,236,12,442,86,token_36
214045674,500_F_214045674_gdhBbLjtnnHc6sAxj4uQCMbXqe85Vs41.jpg,500,334,397,24,469,45,token_1
100673612,500_F_100673612_c1A98Wn9SqwOjeXHjGVijrWvdaUV2gfV.jpg,334,500,173,15,318,104,token_36
89577050,500_F_89577050_e1Sk8u4OD8111zEVMmFCGf8HFhP0JoSn.jpg,500,334,14,292,202,319,token_5
220754780,500_F_220754780_bVOgafDN5IjtQG3QGSU0WNj21NSRDm3e.jpg,500,334,22,17,89,36,token_1
194219975,500_F_194219975_Rgb826uwnR6vCGNrvYwKIa00Rm97Uyom.jpg,500,185,31,27,91,47,token_1
203648603,500_F_203648603_oONfVxSbWwoYwb5wH03eoJNHdDlmYcCC.jpg,500,334,42,37,212,92,token_10
79226926,500_F_79226926_GbrCpDHbn095raXIgnAq0irnwFG4FgSM.jpg,324,500,23,452,112,481,token_1
141760235,500_F_141760235_RXtIOwHJzdA4nFYKRC7rePa0Sw648pxQ.jpg,500,334,317,266,464,298,token_3
125780878,500_F_125780878_3NL007bvVuJuz1gM0rgNGwkkmPHkjs4c.jpg,395,500,25,432,194,474,token_3
104294912,500_F_104294912_xMhcJZcf28LHppPTrdSbSw1DcHaFs1Fg.jpg,500,334,284,26,451,53,token_5
211717069,500_F_211717069_ZeyBymiOUlv0HqRneIMnW9KKbmIrfQq5.jpg,500,334,340,30,470,60,token_3
150037476,500_F_150037476_umQ3Iyu57Sf4iYZWKnWtBSDkKXnhca8N.jpg,500,334,303,257,479,311,token_10
171508506,500_F_171508506_gv4QleIiYY7EuX2E1FkEE5kvk8TimWUI.jpg,500,334,358,268,483,310,token_5
75976843,500_F_75976843_dlh7GwvT2JmiF0iK7CrrGcfjkCuoeyH7.jpg,334,500,18,443,263,479,token_5
135202777,500_F_135202777_JYCIoAKYkMFxmqy0Igxx3DceO0Bmrpa0.jpg,500,334,114,20,397,61,token_10
85162032,500_F_85162032_UCUxQjB1oX7MapsAWHGGTzyyJ47d5VXP.jpg,500,333,336,37,449,68,token_3
95301328,500_F_95301328_rVCLd55xjyXrCoKNMHc6hiANO2pgveId.jpg,500,334,16,274,201,316,token_5
123297617,500_F_123297617_xmNhfebuvt8S02wxIDlQsfQd6wxIAAqy.jpg,375,500,23,409,350,470,token_36
61064410,500_F_61064410_bOSPXEc4TwQwqv9OMMSaRCKcsUzwBIqc.jpg,500,334,25,25,222,69,token_10
39125309,500_F_39125309_eoy9HmnsYRrnTAekXW9IajBz1wIWEp0i.jpg,500,424,20,6,478,38,token_36
109064132,500_F_109064132_Gum0sR9Gjv5wrFgZeRMYSi04ZAUvKBeQ.jpg,462,500,278,20,441,193,token_36
174041986,500_F_174041986_SIvssH40Jm1Sc5A5OPD4aQomvD3dFMIX.jpg,500,334,21,19,144,44,token_3
91409817,500_F_91409817_Nym21ROJafIosrNPhbJvRRDnHaLttev7.jpg,500,167,385,18,479,43,token_2
221019887,500_F_221019887_lrTneAIIEoszRwZoIjoNUQALD9OjHY1t.jpg,500,334,25,275,153,304,token_3
186050460,500_F_186050460_vQMLwrqLUhToxvD7JWzDvcdNaHgEs1ne.jpg,500,375,25,26,174,57,token_5
165430376,500_F_165430376_RGuCzUq82wesUIRSJVaf5Y2YUREs5uMN.jpg,375,500,269,24,340,58,token_1
172825386,500_F_172825386_s5Lh04BpdYxlzSWQ8kBskZu9vsXEPPw7.jpg,334,500,18,425,269,478,token_10
68417014,500_F_68417014_ZJtjb3qZQZqpLCHBz9cZgOlpZ1FmEQse.jpg,500,334,26,25,257,69,token_10
96513292,500_F_96513292_sObQeJFMwKjIXq7Y5snKZkI53BGMomWW.jpg,500,334,23,22,199,63,token_10
91091146,500_F_91091146_GahUb3rF40IYXBkBwhdXamrqUkXUBDrH.jpg,500,334,29,14,472,55,token_36
220426000,500_F_220426000_7fonbRXsapzo6KhrM4bpqKlbvIyK5Zx3.jpg,500,319,328,251,465,283,token_3
27366012,500_F_27366012_2Q73GQV03AslH9tcmT8yTK7q9BfR5ZQx.jpg,500,334,39,31,151,58,token_2
107558284,500_F_107558284_lIJHnc1tMe18PSfgrpfXoq5hzsjyAcyl.jpg,405,500,31,26,372,82,token_36
53384907,500_F_53384907_0Vyo5cH3yFQg9KgsLaXGf2GKuSXNT7OK.jpg,500,331,236,275,476,307,token_10
169141652,500_F_169141652_knFH5uF2h2fKR03FEhM3dI9UQSiVvkEV.jpg,500,332,368,19,480,45,token_3
93823492,500_F_93823492_g5V877tuNQWYNuiFdpwUYqnZsGr3ulHQ.jpg,334,500,213,382,313,411,token_2
219845372,500_F_219845372_WmEyPnb1AGVV8unL6DmugLlH6GfGgYy3.jpg,375,500,227,445,350,475,token_2
221424041,500_F_221424041_6EOFkhDhwyojJ2JmsHAN1G6VG3C7BBa8.jpg,500,375,38,300,285,344,token_10
500_F_186427804_dgSyb3sUpYwGoSMcMzfjls3LzsJo8s0c,500_F_186427804_dgSyb3sUpYwGoSMcMzfjls3LzsJo8s0c.jpg,500,334,25,27,226,70,token_10
218004623,500_F_218004623_aGRrfSRrica1nO5tP60IlHcTHhU5zhyP.jpg,500,375,324,16,481,39,token_5
86647224,500_F_86647224_xpJ3XJaOeJE9Zx7GmDYWe3cHeUX6szaf.jpg,334,500,19,18,223,47,token_5
119180854,500_F_119180854_r7Avq75dnJIVIwD9Bjd6CNIfJQnDYDYF.jpg,500,446,27,23,327,79,token_36
159386702,500_F_159386702_hNswFQPoyOqaxJFzDDrGKZCLNdm5TGU0.jpg,500,375,42,36,152,64,token_2
222040466,500_F_222040466_dO0K0EH2pBJY4tysUNbISrdmkvUtS9Hv.jpg,500,334,37,40,139,66,token_2
140041201,500_F_140041201_ihW8XDbsEqURL0VGX6d9ponYINge4Hrd.jpg,500,334,346,27,469,57,token_2
54179971,500_F_54179971_OmvcZQKlvEgQW9QCWObV35dXWdjAJQnY.jpg,423,500,55,325,374,399,token_36
76914992,500_F_76914992_haAftymHjggq1ZJHCVF3KsJVIh6KkPqI.jpg,500,334,25,21,172,50,token_3
26741551,500_F_26741551_GMdnIwe0DFDtwdc04pEvGwbQymrSxaO4.jpg,500,333,380,24,468,50,token_1
202318619,500_F_202318619_cm6Llk7AZtMxKtmc6VVaFOFIYTRSuaGN.jpg,500,334,36,31,113,57,token_1
97961467,500_F_97961467_r4SiRWk5moJiJdzXtcVH3B0xsBTwrjCZ.jpg,500,334,347,29,466,57,token_3
221385486,500_F_221385486_cAN5ZVoVLxEu1Gu9VzLRgKy7sNMYUdMw.jpg,500,334,46,265,187,295,token_3
213498620,500_F_213498620_8AfgZgNkVQENMV67EvAGtV80lFhoZdaX.jpg,500,334,21,22,147,70,token_5
134748817,500_F_134748817_UGQQk50PJ5wc3zBxdaAnPiW8yezMe9cz.jpg,500,362,39,36,234,89,token_10
25684644,500_F_25684644_6cv4LjLAw5d2VlkKIF3PdhhkA07zCzd9.jpg,500,334,363,21,475,45,token_2
159932558,500_F_159932558_kDaGE2NQBaH4AnSeK2EOiyRtk6L4dlTE.jpg,500,375,294,24,469,49,token_5
143238336,500_F_143238336_Q87m3XOZFbj1oRiPJWiXg30drMdwoRD4.jpg,500,334,115,210,371,277,token_36
210177095,500_F_210177095_H2pU4LOyWYVvoc1VF8wVPLSbfdouUwXb.jpg,500,334,405,26,471,50,token_1
72941309,500_F_72941309_af1OYEOPPXXKoNKspgjvIFLYaaOPttXK.jpg,333,500,21,415,188,476,token_10
112326425,500_F_112326425_rrKtu7rsC532u4RQaEMxdEsIGgyjMIz4.jpg,500,334,24,284,103,310,token_1
58218370,500_F_58218370_u5D33562ccUSDLAuDMwr4ecfSjdRHIF2.jpg,500,334,33,30,153,57,token_3
135826442,500_F_135826442_Gjm3tZ759rsdJDxwLmqjxg7UTPRbXfSd.jpg,500,334,18,19,207,63,token_10
108024840,500_F_108024840_HxhudGPJyrB8U2LY56oS2CdFv2tAdvGl.jpg,357,500,33,25,326,67,token_10
210729237,500_F_210729237_ai1iBhEVkzRbH2V84YCqcWwMpnOvdRy3.jpg,500,375,112,24,379,57,token_10
132598273,500_F_132598273_lvBtrZ6KzEn23aeXwGggzDY9kxCbRRB3.jpg,500,334,408,280,468,301,token_1
53837189,500_F_53837189_Z9QRLmGiZYHYnHd04mSkex6k1vqI82wX.jpg,500,450,331,33,464,61,token_3
142779390,500_F_142779390_mR3w5XW8IXIihkZ26pJeazTfoQpLx8TZ.jpg,500,334,19,268,201,313,token_10
92763849,500_F_92763849_m85gsHOXNG6239hkVdYBOLQDVEi6evSG.jpg,500,334,358,277,466,303,token_2
135873731,500_F_135873731_eyBfZ9u8zkoeOm5CLJvyavkgJAi5J3Zn.jpg,500,334,27,23,216,63,token_10
36875078,500_F_36875078_A23eds92q1SgOgRddAD8osLIFrlev0Sw.jpg,500,333,37,34,127,56,token_2
191909786,500_F_191909786_y2nIQzXoX0wfqoowev3FA5zb7UckXH3L.jpg,500,334,11,267,146,320,token_5
114424878,500_F_114424878_C0BkdhYqjtJnAWA4GB0uH7HjzXFJM3tP.jpg,500,334,30,29,166,60,token_3
48810186,500_F_48810186_kvMbc79OWhJAwfeb5IwMc0McSJArtrGU.jpg,334,500,114,418,306,474,token_10
1063052,500_F_1063052_le1GmeWYDEkcU9OumnAg4wJTzNk7U0.jpg,500,375,20,337,89,356,token_1
117022787,500_F_117022787_6XvDsqvkRTGKG9W2iGca4c5Rx086zILw.jpg,500,500,128,53,358,108,token_10
22013048,500_F_22013048_2MPbmm5LTIO92y95ZMKfICjy3GpA3v8w.jpg,500,334,23,25,130,50,token_2
216986942,500_F_216986942_ka1nv7vmXMO0RLSPqamKdaa3CyvSRoX1.jpg,500,334,316,25,461,62,token_5
45657743,500_F_45657743_k3gXkIlQpqQG7PTYTq19Tk82Vdc85drg.jpg,334,500,10,412,320,478,token_36
114639153,500_F_114639153_AuDBsnW23n448jDQcjwk3I71OzPcH8VH.jpg,334,500,42,45,102,68,token_1
190156126,500_F_190156126_YmleYbHkUpEwu35tqixdOL7nsxZRarFy.jpg,334,500,173,11,318,61,token_10
2145794,500_F_2145794_3d1AqUI56dQak235ju3is2hr0fKdI5.jpg,323,500,189,444,298,473,token_2
54179971,500_F_54179971_OmvcZQKlvEgQW9QCWObV35dXWdjAJQnY.jpg,423,500,84,33,332,58,token_5
55425459,500_F_55425459_os8B9PxTH9rhF4TFbgfXhB4wm8gjdpBI.jpg,372,500,226,34,333,66,token_2
109012353,500_F_109012353_j1vr95FchyVQrZRCuKbGugoXg6rZbXlA.jpg,500,334,283,21,477,52,token_5
131998277,500_F_131998277_KPkI4PjiLQq98pAbnywD7UDNhnRIgfmr.jpg,500,334,12,13,208,84,token_36
169227608,500_F_169227608_ivGuxopbVVoNRhagJAahCzivZHijhX8G.jpg,500,375,22,324,183,354,token_5
142177010,500_F_142177010_SP6MwUhImsQGnvfdcPAHJaBY6YCgBT8U.jpg,500,334,265,221,484,313,token_36
211643777,500_F_211643777_WNeBxLQUHZAnMqA61yq45eZJj5rTm0l8.jpg,500,287,24,26,208,89,token_36
56571432,500_F_56571432_XgB7mKduext50J82K7c87bsj0mZrj457.jpg,334,500,17,14,177,101,token_36
170810405,500_F_170810405_EnRGP72aF5WJ9Ko0bZtlphllRYPeVb5Z.jpg,500,500,276,400,470,473,token_10
197734470,500_F_197734470_quc23LySKflknpGtZHQonztWryd0JJL0.jpg,500,334,13,11,377,59,token_36
83144417,500_F_83144417_xOt9GA3hZ4UJFc4L17URiGIgmfxkq27d.jpg,500,331,305,21,478,59,token_10
181238652,500_F_181238652_6vhoj78ASo8HiAiSysB0OHCbGHnY7nW4.jpg,500,334,30,278,134,308,token_2
205813685,500_F_205813685_XtBYzZP7SeCACuc0nxYdl6rpvSk2cUU0.jpg,500,334,398,37,465,58,token_1
201754845,500_F_201754845_1Ts6FgRJ9KjKpLFEZ7Klr8gngJUgmrYd.jpg,500,334,42,37,125,62,token_2
175371668,500_F_175371668_U1T6sqbfN4UVWHerZwaUCm3ALZxrMpyg.jpg,500,334,281,19,474,44,token_5
141021051,500_F_141021051_LB6djrcyQJSkQ0UjX2RFTj8PcMtiHdIT.jpg,334,500,25,437,304,478,token_10
8587076,500_F_8587076_yFptheKMNCKuGMpsiPW4ffzmNl5TTmFI.jpg,500,335,32,285,96,306,token_1
101815523,500_F_101815523_NfDIpChfJgr8yOMdYCf4TU8P4QRWNzWa.jpg,500,337,17,15,151,43,token_3
187233422,500_F_187233422_1j0cfy5vGS7501WlI0MPDzNFk84mSJvJ.jpg,500,334,376,19,479,42,token_2
91366256,500_F_91366256_FAnRc5HcIcz5FAdjePBCZSgGmQ5ZDEPI.jpg,500,334,340,18,477,63,token_10
15333872,500_F_15333872_0grw8C7g2VoNb82Dot1wOzAHaSATjviZ.jpg,500,335,22,21,164,47,token_3
29784582,500_F_29784582_XDipovbjNpprAPY7cIjuUxA0HS4CfZL2.jpg,277,500,17,17,146,59,token_5
